quote_number,gender,agecat,date_of_birth,credit_score,area,traffic_index,veh_age,veh_body,veh_value,age,claim_probability,claim,claim_amount,normalized_claim_probability,normalized_claim_amount,risk_profile_probability,risk_profile_cost,weighted_probability_score,weighted_cost_score,dynamic_combined_risk_score,risk_group
86570599,M,5,1952-01-30,799.0,C,75.0,2,PANVN,1.1246048689423631,65,0.0749969169826938,0,954.1410134357376,0.07216565495334934,0.022890875330086945,Medium,No Claim,0.03608282747667467,0.006867262599026084,0.042950090075700754,Medium Risk
79360590,F,5,1958-12-17,765.0,B,133.4,4,HBACK,0.341459778132252,59,0.0412703960663113,0,194.7705807172702,0.033622534291442116,0.002741116390167421,Medium,No Claim,0.016811267145721058,0.0008223349170502263,0.017633602062771283,Medium Risk
70267032,F,4,1968-05-20,622.0,D,137.9,4,STNWG,0.927823967687828,49,0.1837414845918807,1,314.9903907597119,0.19644040600399468,0.005931127599171405,High,Low,0.1178642436023968,0.002372451039668562,0.12023669464206536,High Risk
62650484,F,4,1964-12-27,554.0,B,132.8,4,HBACK,0.7575294394892135,53,0.1819496690464367,1,532.3666014933779,0.1943926951552192,0.01169916656518209,High,Medium,0.11663561709313151,0.005849583282591045,0.12248520037572255,High Risk
83592005,F,2,1981-04-26,770.0,A,81.0,3,SEDAN,0.8833542316278902,36,0.0217956141896642,0,196.23425741570423,0.011366492240827777,0.0027799547902007775,Low,No Claim,0.004546596896331111,0.0008339864370602333,0.0053805833333913445,Low Risk
59725469,F,3,1978-11-15,748.0,A,85.3,1,SEDAN,1.2706028866236991,39,0.0182493599595614,0,955.2519471025162,0.0073137853213228465,0.02292035375671424,Low,No Claim,0.002925514128529139,0.006876106127014272,0.009801620255543412,Low Risk
32697184,F,4,1968-11-05,586.0,A,83.9,2,HBACK,1.0032021038634515,49,0.0639552929319076,0,748.3882134219836,0.059547138826293186,0.017431261493597642,Medium,No Claim,0.029773569413146593,0.005229378448079292,0.03500294786122589,Medium Risk
79078711,F,5,1951-11-15,732.0,E,54.0,3,SEDAN,0.7366854825744287,66,0.018735573294108,0,1302.024075707957,0.007869436444286882,0.032121890315713955,Low,No Claim,0.003147774577714753,0.009636567094714187,0.01278434167242894,Low Risk
54364519,F,1,1999-12-26,600.0,C,141.0,1,STNWG,2.1881726206019305,18,0.2007392663007061,1,6240.678060108481,0.21586569902524377,0.16316819260206786,High,High,0.12951941941514625,0.09790091556124071,0.22742033497638697,High Risk
89214523,M,3,1975-03-31,777.0,B,120.2,3,SEDAN,0.9146894505071812,42,0.1114784535213135,0,229.29463730650323,0.1138572444364728,0.003657206071735382,High,No Claim,0.06831434666188367,0.0010971618215206145,0.06941150848340429,High Risk
99165243,M,2,1984-04-23,660.0,A,62.5,3,UTE,0.945072533299607,33,0.1266303663056472,0,378.2502752533034,0.1311730536820565,0.007609717346931047,High,No Claim,0.0787038322092339,0.0022829152040793137,0.08098674741331321,High Risk
81682346,M,3,1970-10-16,738.0,A,83.9,1,STNWG,2.099366710487106,47,0.0516603474069447,0,2161.9558397503083,0.04549631010087806,0.0549400262394459,Medium,No Claim,0.02274815505043903,0.01648200787183377,0.0392301629222728,Medium Risk
94611933,M,6,1934-02-25,494.0,C,136.5,3,STNWG,1.2675108251299236,83,0.6668158967638586,1,3698.2963649972553,0.7485043263587401,0.09570654795208733,High,High,0.44910259581524403,0.057423928771252394,0.5065265245864964,High Risk
35550456,F,3,1975-01-23,791.0,C,148.5,4,STNWG,0.7471617688661835,42,0.0340376292145232,0,131.74006440913365,0.025356831280477277,0.0010686128862833258,Low,No Claim,0.010142732512190911,0.00032058386588499775,0.01046331637807591,Low Risk
79523665,M,6,1948-12-03,736.0,E,85.5,2,UTE,1.594730283561826,69,0.0929815272145232,0,2032.7755148081667,0.09271870885242676,0.05151224936637708,High,No Claim,0.055631225311456055,0.015453674809913123,0.07108490012136917,High Risk
27104584,M,5,1953-08-03,819.0,A,51.0,4,STNWG,0.8510052651755257,64,0.0571247767813414,0,233.11038380694373,0.051741133314277946,0.0037584562242919837,Medium,No Claim,0.025870566657138973,0.001127536867287595,0.026998103524426567,Medium Risk
48507344,M,2,1982-08-09,641.0,C,148.5,4,STNWG,0.953586516617852,35,0.2467201205979645,1,167.22360219836622,0.2684132363093502,0.002010162230295826,High,Low,0.16104794178561013,0.0008040648921183304,0.16185200667772845,High Risk
57866149,F,4,1967-03-19,589.0,F,148.0,2,TRUCK,1.1969481893889715,50,0.141959143670407,0,1103.8453732665905,0.1486909861434051,0.026863253806883675,High,No Claim,0.08921459168604305,0.008058976142065102,0.09727356782810816,High Risk
11415633,F,4,1966-11-29,745.0,B,90.1,3,SEDAN,0.9910270779881722,51,0.0209952741621008,0,281.14573278946136,0.010451852917981223,0.005033065638735018,Low,No Claim,0.00418074116719249,0.0015099196916205052,0.005690660858812995,Low Risk
70327794,F,2,1985-06-05,563.0,D,63.2,3,STNWG,1.1210258835050098,32,0.241190019129124,1,1128.3699083678189,0.26209336214520024,0.027514007969953062,High,High,0.15725601728712013,0.016508404781971835,0.17376442206909196,High Risk
11105334,F,4,1967-05-17,571.0,A,81.3,2,SEDAN,1.1527847675565026,50,0.0559128598785972,0,1178.792121397438,0.050356138415738466,0.028851952396004705,Medium,No Claim,0.025178069207869233,0.008655585718801411,0.03383365492667065,Medium Risk
65559229,F,4,1961-10-28,413.0,C,138.0,3,SEDAN,0.7260982806996313,56,0.2636446532019715,1,1192.562669642492,0.28775481927072116,0.029217351436648203,High,High,0.1726528915624327,0.01753041086198892,0.1901833024244216,High Risk
85199557,F,3,1976-11-10,608.0,C,142.5,3,HBACK,0.6195006403916469,41,0.1206815662037942,0,329.56935552255203,0.12437468510180036,0.006317977827870948,High,No Claim,0.07462481106108021,0.0018953933483612843,0.07652020440944149,High Risk
41406469,F,2,1984-07-22,664.0,C,133.5,3,SEDAN,0.8833542316278902,33,0.0619688080747809,0,257.50234638477855,0.057276957275960355,0.004405692599107657,Medium,No Claim,0.028638478637980178,0.001321707779732297,0.029960186417712475,Medium Risk
43949798,F,5,1952-08-17,818.0,F,80.0,1,SEDAN,1.166582415107377,65,0.0212616168145287,0,873.5354679089852,0.01075623287508953,0.020752021561748393,Low,No Claim,0.004302493150035812,0.006225606468524518,0.01052809961856033,Low Risk
92967674,F,6,1947-05-13,820.0,C,109.5,4,STNWG,0.7471617688661835,70,0.0344574446255489,0,210.77636452740973,0.025836601965482382,0.0031658270077038657,Low,No Claim,0.010334640786192954,0.0009497481023111597,0.011284388888504113,Low Risk
82086393,F,4,1969-09-08,790.0,C,142.5,3,HBACK,0.6770177986300616,48,0.027961750672799,0,163.95769625122875,0.01841323575393676,0.0019235019987146641,Low,No Claim,0.007365294301574704,0.0005770505996143992,0.007942344901189103,Low Risk
46709328,F,1,1994-06-26,545.0,A,71.0,1,SEDAN,0.9910270779881722,23,0.1540456715266903,0,3314.9154990381458,0.16250363236040474,0.08553360507939892,High,No Claim,0.09750217941624284,0.025660081523819673,0.12316226094006251,High Risk
14929883,M,3,1974-04-15,762.0,B,121.7,3,STNWG,1.210153663401017,43,0.1321939620483482,0,220.59094470205108,0.13753120555181655,0.0034262551414508844,High,No Claim,0.08251872333108994,0.0010278765424352654,0.0835465998735252,High Risk
35646519,M,2,1981-11-12,540.0,A,80.7,3,HBACK,0.688134638736401,36,0.3298685360608962,1,666.8107967280732,0.36343636122578515,0.015266619297246712,High,Medium,0.2180618167354711,0.007633309648623356,0.22569512638409445,High Risk
74652011,F,5,1951-02-27,658.0,B,144.3,4,HBACK,0.4662465803680232,66,0.0664656507502082,0,297.2359944942318,0.062416009426234695,0.005460017862132349,Medium,No Claim,0.031208004713117347,0.0016380053586397046,0.032846010071757054,Medium Risk
16000176,F,3,1976-02-13,789.0,C,99.0,1,SEDAN,1.091923300517313,41,0.0199101771372893,0,526.1673527509738,0.009211789477673305,0.011534670605916382,Low,No Claim,0.0036847157910693223,0.0034604011817749142,0.0071451169728442366,Low Risk
73909866,F,2,1984-01-20,596.0,A,85.9,2,STNWG,1.1527847675565026,33,0.0829005387162797,0,817.8044712876208,0.08119801992508589,0.01927320951032066,Medium,No Claim,0.040599009962542947,0.005781962853096198,0.046380972815639146,Medium Risk
72298478,F,2,1989-09-06,381.0,F,116.0,2,STNWG,1.6102375926046646,28,0.309659346669668,1,2461.701554862776,0.34034102841287456,0.0628937253071962,High,High,0.20420461704772472,0.037736235184317714,0.24194085223204242,High Risk
92648877,F,4,1969-01-02,652.0,D,71.1,2,STNWG,1.62767068069516,48,0.0967502590249802,0,835.5696660515799,0.09702566613607157,0.019744605783590115,High,No Claim,0.05821539968164294,0.005923381735077034,0.06413878141671997,High Risk
15848848,M,2,1989-03-27,532.0,C,87.0,2,STNWG,1.5537137636617389,28,0.3537125297727677,1,1315.281697544417,0.39068559718987794,0.032473678945625375,High,High,0.23441135831392676,0.019484207367375224,0.253895565681302,High Risk
40278217,M,3,1978-12-22,699.0,C,115.5,2,HBACK,0.9662231006223642,39,0.1238865958875237,0,305.3310716232824,0.12803743603099496,0.00567481928937056,High,No Claim,0.07682246161859697,0.001702445786811168,0.07852490740540814,High Risk
63561688,M,2,1980-05-26,761.0,E,37.5,3,HBACK,1.1493054029836278,37,0.0600928448340058,0,440.87005286806766,0.05513308131182629,0.009271321972873421,Medium,No Claim,0.027566540655913144,0.002781396591862026,0.03034793724777517,Medium Risk
10929818,F,2,1985-09-26,632.0,E,108.0,3,UTE,0.927823967687828,32,0.0455760196800166,0,1190.596010138441,0.0385430587321113,0.029165166477613563,Medium,No Claim,0.01927152936605565,0.008749549943284068,0.028021079309339718,Medium Risk
77870383,M,5,1952-01-25,721.0,C,142.5,2,UTE,1.3525178016323602,65,0.1626851799528056,1,584.118758720588,0.17237697851884518,0.013072400823218719,High,Medium,0.1034261871113071,0.006536200411609359,0.10996238752291647,High Risk
78917838,M,2,1985-11-30,686.0,B,130.7,3,SEDAN,0.945072533299607,32,0.2465717353917073,1,294.8462158240532,0.2682436597045355,0.005396605511520439,High,Low,0.1609461958227213,0.002158642204608176,0.16310483802732947,High Risk
10171390,F,5,1959-10-23,738.0,A,53.1,2,HBACK,0.7677907235557112,58,0.0176128854451529,0,430.26798686705615,0.0065864137057359134,0.008989998043232483,Low,No Claim,0.0026345654822943656,0.0026969994129697446,0.00533156489526411,Low Risk
72663415,F,3,1974-10-22,697.0,B,156.5,2,SEDAN,1.0543120297715298,43,0.0512478246334377,0,439.6818081070522,0.04502487353988545,0.009239792110154943,Medium,No Claim,0.022512436769942724,0.0027719376330464828,0.025284374402989206,Medium Risk
44383766,M,6,1930-05-05,420.0,B,123.9,4,HBACK,0.5894519442211802,87,0.787280417204432,1,2492.506121400544,0.8861727967690531,0.06371111898390636,High,High,0.5317036780614318,0.03822667139034381,0.5699303494517757,High Risk
81926793,F,3,1973-12-25,763.0,C,147.0,2,HBACK,1.1102114245114616,44,0.0323989403455373,0,238.71849445565385,0.02348411565228546,0.003907266439716581,Low,No Claim,0.009393646260914185,0.0011721799319149744,0.01056582619282916,Low Risk
20721973,F,3,1973-02-28,753.0,E,61.5,4,STNWG,0.7779477822524105,44,0.017045129633794,0,413.4582453557553,0.005937574746094645,0.008543954551543564,Low,No Claim,0.0023750298984378583,0.002563186365463069,0.004938216263900928,Low Risk
54181021,M,6,1939-09-06,401.0,B,112.6,2,SEDAN,1.5490507624190053,78,0.7546837278427118,1,11195.235082405996,0.8489208627684368,0.2946364791614854,High,High,0.509352517661062,0.17678188749689122,0.6861344051579532,High Risk
70304625,M,1,1995-06-28,669.0,C,139.5,3,UTE,1.2231870232497404,22,0.3241457175349775,1,484.4868509493467,0.3568962474228361,0.010428685927541318,High,Medium,0.21413774845370165,0.005214342963770659,0.2193520914174723,High Risk
19963804,F,2,1981-06-09,658.0,A,72.2,2,HBACK,1.594730283561826,36,0.0373865171363807,0,622.2674142970176,0.02918398533456351,0.01408466859218525,Medium,No Claim,0.014591992667281756,0.004225400577655575,0.01881739324493733,Medium Risk
38394897,F,3,1975-11-30,631.0,B,127.6,3,STNWG,0.7929925155296614,42,0.0578946703617619,0,358.60611647623205,0.05262097802878454,0.007088463098831762,Medium,No Claim,0.02631048901439227,0.0021265389296495287,0.0284370279440418,Medium Risk
10448558,M,5,1954-11-24,707.0,B,133.4,2,HBACK,0.887891257352457,63,0.1967739927550385,1,579.1139390570548,0.21133413120930886,0.012939598826442331,High,Medium,0.1268004787255853,0.006469799413221166,0.13327027813880649,High Risk
37603607,F,2,1981-04-04,828.0,A,79.5,2,SEDAN,1.131724640118312,36,0.022235339684352,0,309.6045786691,0.011869016436604998,0.0057882160363218575,Low,No Claim,0.0047476065746419995,0.0017364648108965572,0.006484071385538557,Low Risk
34005115,F,4,1964-08-29,816.0,A,58.3,2,SEDAN,0.9578164787026532,53,0.0143410035245557,0,285.35697482495993,0.0028472631431934875,0.005144810194747263,Low,No Claim,0.001138905257277395,0.001543443058424179,0.002682348315701574,Low Risk
31658603,F,1,1999-09-06,487.0,C,145.5,2,HBACK,0.7626732432085556,18,0.3791279903821251,1,1281.0067148386604,0.4197307266111157,0.03156419839511393,High,High,0.25183843596666944,0.018938519037068356,0.2707769550037378,High Risk
48138156,M,5,1950-11-14,833.0,B,135.2,3,HBACK,1.1210258835050098,67,0.1188631543621926,0,524.6900727865742,0.12229657964889412,0.01149547124564782,High,No Claim,0.07337794778933647,0.003448641373694346,0.07682658916303081,High Risk
54068287,M,2,1988-10-22,622.0,A,62.8,1,COUPE,1.943621818537301,29,0.1561590117311732,1,12534.761765690038,0.16491878590390224,0.33018058069456446,High,High,0.09895127154234135,0.19810834841673866,0.29705961995908003,High Risk
27459433,M,2,1982-08-30,622.0,A,65.4,2,SEDAN,0.9787019919955522,35,0.1721646086901454,1,597.4624511154599,0.18321019687940734,0.013426473320040294,High,Medium,0.1099261181276444,0.006713236660020147,0.11663935478766455,High Risk
51348377,F,5,1952-07-01,798.0,C,139.5,3,HDTOP,1.1869283697166777,65,0.0319697583057049,0,801.0203415079596,0.022993640658194134,0.018827845621360976,Low,No Claim,0.009197456263277655,0.005648353686408292,0.014845809949685946,Low Risk
